97
0 0 1280 720 tlolvl1 0 0 0
1280 0 1280 720 tlolvl1 0 0 0
2560 0 1280 720 tlolvl1 0 0 0
3840 0 1280 720 tlolvl1 0 0 0
5120 0 1280 720 tlolvl1 0 0 0
0 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
300 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
600 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
900 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
1200 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
1500 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
1800 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
2100 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
2400 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
2700 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3000 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3300 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3600 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3900 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
4200 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
4500 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
4800 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
5100 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
5400 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
5700 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
6000 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
6300 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
0 520 500 40 platform1 0 1 0
490 520 300 40 platform2 0 1 0
470 200 300 40 platform2 0 1 0
1550 520 500 40 platform1 0 1 0
2050 520 500 40 platform1 0 1 0
3490 460 80 40 platform3 0 1 0
3800 460 80 40 platform3 0 1 0
4120 460 80 40 platform3 0 1 0
4600 520 500 40 platform1 0 1 0
5000 160 500 40 platform1 0 1 0
4500 160 500 40 platform1 0 1 0
3980 200 300 40 platform2 0 1 0
3520 160 300 40 platform2 0 1 0
2990 160 500 40 platform1 0 1 0
2530 200 300 40 platform2 0 1 0
2030 200 500 40 platform1 0 1 0
1660 220 300 40 platform2 0 1 0
1520 320 80 40 platform3 0 1 0
780 260 500 40 platform1 0 1 0
490 120 15 40 torch 1 0 2 0.1 0 0
550 40 15 40 torch 1 0 2 0.1 0 0
500 140 15 40 torch 1 0 2 0.1 0 0
510 140 15 40 torch 1 0 2 0.1 0 0
520 140 15 40 torch 1 0 2 0.1 0 0
530 120 15 40 torch 1 0 2 0.1 0 0
510 80 15 40 torch 1 0 2 0.1 0 0
470 40 15 40 torch 1 0 2 0.1 0 0
30 400 15 40 torch 1 0 2 0.1 0 0
300 400 15 40 torch 1 0 2 0.1 0 0
560 400 15 40 torch 1 0 2 0.1 0 0
1090 380 15 40 torch 1 0 2 0.1 0 0
1310 380 15 40 torch 1 0 2 0.1 0 0
1580 380 15 40 torch 1 0 2 0.1 0 0
1900 380 15 40 torch 1 0 2 0.1 0 0
2380 380 15 40 torch 1 0 2 0.1 0 0
2760 380 15 40 torch 1 0 2 0.1 0 0
2970 280 15 40 torch 1 0 2 0.1 0 0
3130 280 15 40 torch 1 0 2 0.1 0 0
4370 300 15 40 torch 1 0 2 0.1 0 0
4600 300 15 40 torch 1 0 2 0.1 0 0
4700 420 15 40 torch 1 0 2 0.1 0 0
4960 420 15 40 torch 1 0 2 0.1 0 0
5160 420 15 40 torch 1 0 2 0.1 0 0
5460 420 15 40 torch 1 0 2 0.1 0 0
5440 60 15 40 torch 1 0 2 0.1 0 0
5140 60 15 40 torch 1 0 2 0.1 0 0
4860 60 15 40 torch 1 0 2 0.1 0 0
4550 60 15 40 torch 1 0 2 0.1 0 0
4120 120 15 40 torch 1 0 2 0.1 0 0
3660 80 15 40 torch 1 0 2 0.1 0 0
3400 80 15 40 torch 1 0 2 0.1 0 0
3130 80 15 40 torch 1 0 2 0.1 0 0
2670 120 15 40 torch 1 0 2 0.1 0 0
2420 120 15 40 torch 1 0 2 0.1 0 0
2120 120 15 40 torch 1 0 2 0.1 0 0
1810 140 15 40 torch 1 0 2 0.1 0 0
1030 160 15 40 torch 1 0 2 0.1 0 0
2550 520 500 40 platform1 0 1 0
1040 520 500 40 platform1 0 1 0
5100 520 500 40 platform1 0 1 0
2920 440 300 40 platform2 0 1 0
4290 440 300 40 platform2 0 1 0
5650 440 80 40 platform3 0 1 0
5470 400 80 40 platform3 0 1 0
5610 340 80 40 platform3 0 1 0
5470 300 80 40 platform3 0 1 0
5650 240 80 40 platform3 0 1 0
5500 200 80 40 platform3 0 1 0
1360 180 80 40 platform3 0 1 0
240 100 15 40 torch 1 0 2 0.1 5 0
