70
0 0 1280 720 tlolvl1 0 0 0
1280 0 1280 720 tlolvl1 0 0 0
2560 0 1280 720 tlolvl1 0 0 0
3840 0 1280 720 tlolvl1 0 0 0
5120 0 1280 720 tlolvl1 0 0 0
0 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
300 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
600 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
900 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
1200 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
1500 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
1800 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
2100 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
2400 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
2700 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3000 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3300 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3600 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
3900 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
4200 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
4500 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
4800 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
5100 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
5400 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
5700 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
6000 540 300 75 faleszambatest 3 0 2 0.30 0 2 0.30 0 2 0.30 0 0
0 520 500 40 platform1 0 1 0
720 510 80 40 platform3 0 1 0
1060 510 80 40 platform3 0 1 0
1490 280 500 40 platform1 0 1 0
1210 440 80 40 platform3 0 1 0
1360 350 80 40 platform3 0 1 0
1180 300 80 40 platform3 0 1 0
430 200 500 40 platform1 0 1 0
1000 260 80 40 platform3x 0 3 0
2070 320 80 40 platform3 0 1 0
2830 510 80 40 platform3 0 1 0
2440 510 80 40 platform3 0 1 0
2690 420 80 40 platform3 0 1 0
2550 340 80 40 platform3 0 1 0
1880 360 80 40 platform3 0 1 0
2020 400 80 40 platform3 0 1 0
880 160 40 40 wajha 2 0 0 0 0 0 0 2 0
2040 360 40 40 wajha 2 0 0 0 0 0 0 2 0
2310 300 80 40 platform3x 0 3 0
2760 280 80 40 platform3 0 1 0
2960 220 80 40 platform3 0 1 0
3120 370 80 40 platform3 0 1 0
3300 300 80 40 platform3 0 1 0
3390 510 500 40 platform1 0 1 0
4090 460 80 40 platform3 0 1 0
4370 510 500 40 platform1 0 1 0
3250 430 80 40 platform3x 0 3 0
4110 420 40 40 wajha 2 0 0 0 0 0 0 2 0
4750 390 80 40 platform3 0 1 0
4880 450 80 40 platform3 0 1 0
4880 350 80 40 platform3 0 1 0
4730 290 80 40 platform3 0 1 0
4870 240 80 40 platform3 0 1 0
4710 190 80 40 platform3 0 1 0
4880 140 80 40 platform3 0 1 0
4660 100 80 40 platform3 0 1 0
4460 60 80 40 platform3 0 1 0
4480 20 40 40 wajha 2 0 0 0 0 0 0 2 0
5380 510 500 40 platform1 0 1 0
5820 470 40 40 wajha 2 0 0 0 0 0 0 2 0
5130 470 80 40 platform3x 0 3 0
1010 150 80 40 platform3x 0 3 0
1150 110 500 40 platform1 0 1 0
450 120 45 70 wyjsciezkanalow 0 5 0
