18
180 470 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
770 470 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
2360 470 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
2960 390 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
3910 240 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
2920 90 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
2380 130 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
2070 130 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
1000 100 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
1140 390 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
1900 400 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
3810 260 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
3070 300 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
3550 210 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
1490 180 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
3410 130 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
3400 330 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
4470 330 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
