24
3150 100 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
2640 140 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
650 120 80 25 kupka 5 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
560 120 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
4160 340 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
4320 260 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
4470 200 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
4610 140 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
5000 100 80 25 kupka 5 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
3270 120 80 25 kupka 5 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
2180 140 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
2390 140 80 25 kupka 5 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
2720 120 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
1710 160 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
1840 180 80 25 kupka 5 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
620 460 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
2170 460 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
2390 460 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
2720 420 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
3030 380 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
3920 460 80 25 kupka 5 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
4140 460 80 25 kupka 5 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
3650 160 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
4340 180 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
